state,stateImg,parties,title,href,dateFiled,dateDecided,excerpt,electionAdministration,felonyDisenfranchisement,inPersonVoting,postElectionLitigation,redistrictingLitigation,registration,voteByMail,victory,caseStatus
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Johnson v. Benson","Michigan Final Certification Challenge","https://www.democracydocket.com/cases/michigan-final-certification-challenge/",2020-11-15,2021-08-18,"Conservative lawsuit seeking to block certification of Michigan’s 2020 presidential election results.",false,false,false,true,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Mi Familia Vota v. Fontes","Arizona Voter Suppression Laws (Mi Familia Vota)","https://www.democracydocket.com/cases/arizona-voter-suppression-laws-mi-familia-vota/",2021-08-17,undefined,"Lawsuit challenging two Arizona voter suppression laws regarding early voting rolls and curing mail-in ballots.",false,false,false,false,false,false,true,false,Filed
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Stringer v. Hughs","Texas DMV Voter Registration","https://www.democracydocket.com/cases/texas-dmv-voter-registration/",2016-03-14,2021-08-02,"Lawsuit challenging Texas’ noncompliance with the Motor Voter provisions of the National Voter Registration Act.",false,false,false,false,false,true,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Daugherty v. Fulton County and Registration Board","Georgia Runoff Election Contest","https://www.democracydocket.com/cases/georgia-runoff-election-contest/",2021-01-25,2021-08-02,"Lawsuit challenging certification of Georgia Senate winners after 2021 runoff elections.",false,false,false,true,false,false,false,true,Decided
New York,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newyork-01-1.png,"United States v. Oneida County Board of Elections","New York Oneida County Voter Registration and Provisional Ballot Challenge","https://www.democracydocket.com/cases/new-york-oneida-county-voter-registration-and-provisional-ballot-challenge/",2021-07-12,2021-07-13,"Lawsuit filed by the U.S. Department of Justice (DOJ) against the Oneida County, New York Board of Elections (BOE) challenging election procedures during the 2020 election.",false,false,true,false,false,true,false,true,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"In re: Independent Citizens Redistricting Commission","Michigan Redistricting Extension","https://www.democracydocket.com/cases/michigan-redistricting-extension/",2021-04-20,2021-07-09,"Petition seeking an extension to redraw Michigan legislative and congressional maps.",false,false,false,false,true,false,false,false,Decided
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Vote.org v. Callanen","Texas Online Registration","https://www.democracydocket.com/cases/texas-online-registration/",2021-07-08,undefined,"Lawsuit challenging Texas’s law requiring voter registration applications to include original signatures.",false,false,false,false,false,true,false,false,Appealed
New Hampshire,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newhampshire-01-1.png,"League of Women Voters of New Hampshire v. Gardner","New Hampshire Student Voting","https://www.democracydocket.com/cases/new-hampshire-voting-rights-case/",2017-10-06,2021-07-02,"Lawsuit challenging New Hampshire’s strict voter residency law.",false,false,false,false,false,true,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Brnovich v. Democratic National Committee","Arizona Ballot Collection (SCOTUS)","https://www.democracydocket.com/cases/arizona-ballot-collection/",2016-04-15,2021-07-01,"Democratic lawsuit challenging two suppressive voting laws in Arizona.",false,false,false,false,false,false,true,false,Decided
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Fabick v. Wisconsin Elections Commission","Wisconsin Absentee Voting","https://www.democracydocket.com/cases/wisconsin-absentee-missing-information/",2021-03-15,2021-06-25,"Conservative lawsuit seeking to limit absentee voting in Wisconsin ahead of the statewide election in April 2020.",false,false,false,false,false,false,true,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"United States v. Georgia","Georgia Voter Suppression Law (DOJ)","https://www.democracydocket.com/cases/georgia-voter-suppression-law-doj/",2021-06-25,undefined,"Lawsuit challenging Georgia voter suppression law S.B. 202.",false,false,true,false,false,false,true,false,Filed
Minnesota,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-minnesota-01-1.png,"Overby v. Simon","Minnesota 2nd Congressional District Defensive Intervention","https://www.democracydocket.com/cases/minnesota-district-2-defensive-intervention/",2020-10-29,2021-06-21,"Lawsuit challenging a name replacement for Minnesota’s 2nd Congressional District ballot for the 2020 election.",true,false,false,false,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Aguilera v. Richer","Arizona Voting Machines Challenge (2020)","https://www.democracydocket.com/cases/arizona-voting-machines-challenge-2020/",2020-11-12,2021-06-15,"Lawsuit filed by the Public Interest Legal Foundation (PILF) — a conservative legal organization — on behalf of two Arizona voters against the Maricopa County recorder challenging Arizona’s use of electronic voting systems and the Arizona Elections Procedure Manual.",false,false,false,true,false,false,false,false,Decided
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Harriet Tubman Freedom Fighters v. Lee","Florida Voter Suppression Law (Freedom Fighters)","https://www.democracydocket.com/cases/florida-voter-suppression-law-harriett-tubman-freedom-fighters/",2021-06-14,undefined,"Lawsuit challenging Florida voter suppression law S.B. 90.",false,false,false,false,false,true,false,false,Filed
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Texas Democratic Party v. Hughs","Texas Wet Signature","https://www.democracydocket.com/cases/texas-wet-signature/",2020-02-14,2021-06-04,"Democratic lawsuit challenging Texas’ prohibition on electronically signed voter registration applications.",false,false,false,false,false,true,false,false,Decided
Minnesota,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-minnesota-01-1.png,"LaRose v. Simon","Minnesota COVID-19 Election Relief","https://www.democracydocket.com/cases/minnesota-covid-19-election-relief/",2020-05-13,2021-06-01,"Lawsuit challenging two restrictive vote by mail laws in Minnesota.",false,false,false,false,false,false,true,true,Decided
Kansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-kansas-01-1.png,"League of Women Voters of Kansas v. Schwab","Kansas Voter Suppression Law Challenge (LWV)","https://www.democracydocket.com/cases/kansas-voter-suppression-laws/",2021-06-01,undefined,"Lawsuit challenging two voter suppression laws in Kansas, House Bill 2183 and House Bill 2332.",false,false,false,false,false,false,true,false,Appealed
Arkansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arkansas-01-1.png,"League of Women Voters of Arkansas v. Thurston","Arkansas Voter Suppression Laws","https://www.democracydocket.com/cases/arkansas-voter-suppression-laws/",2021-05-19,undefined,"Lawsuit challenging four voter suppression laws Arkansas passed in 2020.",false,false,true,false,false,false,true,false,Appealed
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Florida Rising Together v. Lee","Florida Voter Suppression Law (FL Rising)","https://www.democracydocket.com/cases/florida-voter-suppression-law-fl-rising/",2021-05-17,undefined,"Lawsuit challenging Florida voter suppression law S.B. 90.",false,false,true,false,false,true,true,false,Filed
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Coalition for Good Governance v. Raffensperger","Georgia Voter Suppression Law (Coalition for Good Governance)","https://www.democracydocket.com/cases/georgia-voter-suppression-law-coalition-for-good-governance/",2021-05-17,undefined,"Lawsuit challenging Georgia voter suppression law S.B. 202.",false,false,true,false,false,false,true,false,Filed
Montana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-montana-01-1.png,"Western Native Voice v. Jacobsen","Montana Voter Suppression Bills (Western Native Voice)","https://www.democracydocket.com/cases/montana-voter-suppression-bills-western-native-voice/",2021-05-17,undefined,"Lawsuit challenging two Montana voter suppression laws.",false,false,false,false,false,true,true,false,Appealed
Illinois,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-illinois-01-1.png,"Oberweis v. Underwood","Illinois 14th Congressional District Contest","https://www.democracydocket.com/cases/illinois-14th-congressional-district-contest/",2021-01-03,2021-05-10,"Republican election contest challenging the election of Rep. Lauren Underwood (IL-14).",false,false,false,true,false,false,false,true,Decided
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Gilby v. Hughs","Texas Mobile Polling Locations","https://www.democracydocket.com/cases/texas-mobile-polling-locations/",2019-11-26,2021-05-07,"Democratic lawsuit challenging a Texas law that limits the ability to provide temporary early voting locations.",false,false,true,false,false,false,false,false,Decided
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"League of Women Voters of Florida v. Lee","Florida Voter Suppression Law (LWV)","https://www.democracydocket.com/cases/florida-voter-suppression-law/",2021-05-06,undefined,"Lawsuit challenging Florida voter suppression law S.B. 90.",false,false,true,false,false,true,true,false,Filed
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Disability Rights Florida v. Lee","Florida Voter Suppression Law (Disability Rights)","https://www.democracydocket.com/cases/florida-voter-suppression-law-disability-rights/",2021-05-06,undefined,"Lawsuit challenging Florida voter suppression law S.B. 90.",false,false,true,false,false,false,true,false,Filed
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Arizona Democratic Party v. Fann","Arizona Cyber Ninjas Audit Challenge","https://www.democracydocket.com/cases/arizona-cyber-ninja-audit-challenge/",2021-04-22,2021-05-04,"Democratic lawsuit challenging Arizona’s audit of the 2020 general election results.",false,false,false,true,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Burk v. Ducey","Arizona Pinal County Decertification Challenge","https://www.democracydocket.com/cases/arizona-pinal-county-decertification-challenge/",2020-12-07,2021-05-03,"Lawsuit seeking to decertify the 2020 presidential election results in Arizona.",false,false,false,true,false,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Concerned Black Clergy v. Raffensperger","Georgia Voter Suppression Law (Concerned Black Clergy)","https://www.democracydocket.com/cases/georgia-voter-suppression-law-concerned-black-clergy/",2021-04-27,undefined,"Lawsuit challenging Georgia voter suppression law S.B. 202.",false,false,true,false,false,true,true,false,Filed
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Bognet v. Boockvar","Pennsylvania Ballot Receipt Deadline Challenge","https://www.democracydocket.com/cases/receipt-deadline-challenge/",2020-10-22,2021-04-19,"Republican lawsuit challenging the three-day extension of the ballot receipt deadline in Pennsylvania for the 2020 election.",false,false,false,false,false,false,true,true,Decided
Montana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-montana-01-1.png,"Montana Democratic Party v. Jacobsen","Montana Voter Suppression Laws (MDP)","https://www.democracydocket.com/cases/montana-voter-suppression-laws/",2021-04-19,undefined,"Lawsuit challenging four Montana voter suppression laws.",false,false,true,false,false,true,true,false,Appealed
Louisiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-louisiana-01-1.png,"United States v. City of West Monroe","Louisiana West Monroe Election Method Challenge","https://www.democracydocket.com/cases/louisiana-west-monroe-election-method-challenge/",2021-04-14,2021-04-15,"Lawsuit filed by the U.S. Department of Justice (DOJ) against the mayor of West Monroe, Louisiana, and members of the West Monroe Board of Alderman, the city council, challenging the board’s election method.",false,false,false,false,true,false,false,true,Decided
Oregon,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-oregon-01-1.png,"Oregon ex rel. Kotek v. Fagan","Oregon State Legislature Redistricting Extension","https://www.democracydocket.com/cases/oregon-state-leg-redistricting-extension/",2021-03-10,2021-04-09,"Lawsuit challenging the redistricting deadlines in the Oregon Constitution due to the delayed delivery of census data.",false,false,false,false,true,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"VoteAmerica v. Raffensperger","Georgia Voter Suppression Law (VoteAmerica)","https://www.democracydocket.com/cases/georgia-voter-suppression-voteamerica/",2021-04-07,undefined,"Lawsuit challenging Georgia voter suppression law S.B. 202.",false,false,false,false,false,false,true,false,Filed
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Public Interest Legal Foundation v. Boockvar","Pennsylvania Voter Purge","https://www.democracydocket.com/cases/pennsylvania-voter-purge/",2020-10-15,2021-04-01,"Lawsuit filed by a conservative legal group, the Public Interest Legal Foundation (PILF), challenging Pennsylvania’s voter rolls.",true,false,false,false,false,true,false,false,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Asian Americans Advancing Justice Atlanta v. Raffensperger","Georgia Voter Suppression Law (Advancing Justice)","https://www.democracydocket.com/cases/georgia-voter-suppression-law-advancing-justice/",2021-04-01,undefined,"Lawsuit challenging Georgia voter suppression law S.B. 202.",false,false,false,false,false,false,true,false,Filed
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Twelfth Congressional District Republican Committee v. Raffensperger","Georgia Runoff Election Challenge #2","https://www.democracydocket.com/cases/georgia-runoff-election-challenge-2/",2020-12-09,2021-03-31,"Republican lawsuits challenging multiple aspects of the 2021 Georgia Senate runoff elections.",false,false,false,false,false,false,true,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Sixth District of the AME Church v. Kemp","Georgia Voter Suppression Bill (AME Church)","https://www.democracydocket.com/cases/georgia-voter-suppression-law-ame-church/",2021-03-29,undefined,"Lawsuit challenging Georgia voter suppression law S.B. 202.",false,false,true,false,false,false,true,false,Filed
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Georgia State Conference of the NAACP v. Raffensperger","Georgia Voter Suppression Law (NAACP)","https://www.democracydocket.com/cases/georgia-voter-suppression-law-naacp/",2021-03-28,undefined,"Lawsuit challenging Georgia voter suppression law S.B. 202.",false,false,true,false,false,false,true,false,Filed
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"New Georgia Project v. Raffensperger","Georgia Voter Suppression Law (New Georgia Project)","https://www.democracydocket.com/cases/georgia-voter-suppression-law/",2021-03-25,undefined,"Lawsuit challenging Georgia voter suppression law S.B. 202.",false,false,true,false,false,false,true,false,Filed
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Texas Alliance for Retired Americans v. Abbott","Texas Ballot Return Restriction","https://www.democracydocket.com/cases/texas-ballot-return-restriction/",2020-10-01,2021-03-24,"Lawsuit challenging the limit on locations to return mail-in and absentee ballots during the 2020 election cycle in Texas.",false,false,false,false,false,false,true,false,Decided
Ohio,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-ohio-01-1.png,"Ohio v. Coggins","Ohio Census Delay Challenge","https://www.democracydocket.com/cases/ohio-census-delay-challenge/",2021-02-25,2021-03-24,"Lawsuit brought by the state of Ohio against the U.S. Census Bureau challenging the delayed release of census data to the states.",false,false,false,false,true,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"New Georgia Project v. Raffensperger","Georgia COVID-19 Election Relief","https://www.democracydocket.com/cases/georgia-covid-19-election-relief/",2020-05-08,2021-03-24,"Lawsuit challenging multiple aspects of Georgia’s voting procedures ahead of the 2020 general election.",false,false,false,false,false,false,true,false,Decided
Iowa,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-iowa-01-1.png,"League of United Latin American Citizens of Iowa v. Pate","Iowa Voter Suppression Laws","https://www.democracydocket.com/cases/iowa-voter-suppression-laws/",2021-03-09,undefined,"Lawsuit challenging two new voter suppression bills enacted in Iowa.",false,false,true,false,false,false,true,false,Filed
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Trump v. Wisconsin Elections Commission","Wisconsin Federal Election Challenge","https://www.democracydocket.com/cases/wisconsin-federal-election-challenge/",2020-12-02,2021-03-08,"Trump lawsuit challenging the 2020 presidential election results in Wisconsin.",false,false,false,true,false,false,false,true,Decided
Montana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-montana-01-1.png,"Driscoll v. Stapleton","Montana Absentee Ballot Collection","https://www.democracydocket.com/cases/montana-absentee-ballot-collection/",2020-03-13,2021-03-08,"Democratic lawsuit challenging two Montana voting restrictions.",false,false,false,false,false,false,true,true,Decided
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Feehan v. Wisconsin Elections Commission","Wisconsin Decertification Challenge","https://www.democracydocket.com/cases/wisconsin-decertification-challenge/",2020-12-01,2021-03-01,"Republican lawsuit seeking to decertify the 2020 presidential election results in Wisconsin.",false,false,false,true,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Bowyer v. Ducey","Arizona Decertification Challenge","https://www.democracydocket.com/cases/arizona-decertification-challenge/",2020-12-02,2021-03-01,"Republican lawsuit seeking to vacate the certification of 2020 presidential election results in Arizona.",false,false,false,true,false,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Wood v. Raffensperger","Georgia Presidential Electors Challenge","https://www.democracydocket.com/cases/georgia-presidential-electors-challenge/",2020-11-13,2021-02-24,"Republican lawsuit challenging the 2020 presidential election results in Georgia.",false,false,false,true,false,false,false,true,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Pennsylvania Democratic Party v. Boockvar","Pennsylvania COVID-19 Vote By Mail Expansion","https://www.democracydocket.com/cases/pennsylvania-covid-19-vote-by-mail-expansion/",2020-07-10,2021-02-22,"Lawsuit filed by the Pennsylvania Democratic Party and voters seeking to protect and expand mail-in voting for the 2020 general election.",false,false,false,true,false,false,false,false,Decided
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Trump v. Biden","Wisconsin 2020 Election Recount (Milwaukee & Dane County)","https://www.democracydocket.com/cases/wisconsin-2020-election-recount/",2020-11-18,2021-02-22,"Trump lawsuit alleging fraud in the 2020 presidential election in Wisconsin and requesting a recount.",false,false,false,true,false,false,false,true,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"In re: Canvassing Operation","Pennsylvania Philadelphia Canvassing Observation Challenge","https://www.democracydocket.com/cases/pennsylvania-philadelphia-canvassing-observation-challenge/",2020-11-03,2021-02-22,"Lawsuit brought by the Trump campaign against the Philadelphia Board of Elections arguing that the election commissioners did not provide Republican poll observers “meaningful access” to observe the canvassing process of absentee and mail-in ballots at the Philadelphia Convention Center in accordance with Pennsylvania law.",false,false,false,true,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Ward v. Jackson","Arizona Election Contest","https://www.democracydocket.com/cases/arizona-election-contest/",2020-11-24,2021-02-22,"Republican lawsuit seeking to block the certification of 2020 presidential election results in Arizona.",false,false,false,true,false,false,false,true,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Donald J. Trump for President, Inc. v. Boockvar","Pennsylvania Democratic Counties Challenge","https://www.democracydocket.com/cases/pennsylvania-democratic-counties-challenge/",2020-11-09,2021-02-22,"Trump lawsuit challenging the 2020 presidential election results in various Democratic counties in Pennsylvania.",false,false,false,true,false,false,false,true,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Kelly v. Pennsylvania","Pennsylvania Vote By Mail Certification Challenge","https://www.democracydocket.com/cases/pennsylvania-vbm-certification-challenge/",2020-11-21,2021-02-22,"Republican lawsuit seeking to block the certification of the 2020 presidential election results in Pennsylvania.",false,false,false,true,false,false,true,true,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Stoddard v. City Election Commission","Michigan Election Integrity Oversight Process","https://www.democracydocket.com/cases/michigan-election-integrity-oversight-process/",2020-11-04,2021-02-22,"Lawsuit seeking to block the counting of absentee ballots in Detroit, Michigan.",false,false,false,true,false,false,false,true,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"King v. Whitmer","Michigan Decertification Challenge","https://www.democracydocket.com/cases/michigan-certification-challenge/",2020-11-25,2021-02-22,"Republican lawsuit seeking to decertify Michigan’s 2020 presidential election results.",false,false,false,true,false,false,false,true,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Daunt v. Benson","Michigan Voter Purge","https://www.democracydocket.com/cases/michigan-voter-purge-2/",2020-06-09,2021-02-16,"Lawsuit seeking a voter purge of Michigan’s voter rolls before the 2020 general election.",true,false,false,false,false,true,false,true,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Leaf v. Whitmer","Michigan Election Materials Preservation","https://www.democracydocket.com/cases/michigan-election-materials-preservation/",2020-12-06,2021-02-06,"Lawsuit seeking to preserve election data and machines for an audit of the 2020 general election results in Michigan.",false,false,false,true,false,false,false,true,Decided
New York,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newyork-01-1.png,"Tenney v. Oswego County Board of Elections","New York 22nd Congressional District Challenge","https://www.democracydocket.com/cases/new-york-22nd-congressional-district-challenge/",2020-11-04,2021-02-05,"Republican lawsuit challenging the outcome of New York’s 22nd Congressional District election.",false,false,false,true,false,false,false,false,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Majority Forward v. Ben Hill County","Georgia Muscogee County Voter Challenge","https://www.democracydocket.com/cases/georgia-muscogee-county-voter-challenge/",2020-12-23,2021-01-25,"Lawsuit filed against two Georgia counties for challenging voters’ eligibility ahead of the 2021 Senate runoff elections.",true,false,false,false,false,false,false,false,Decided
North Carolina,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-northcarolina-01-1.png,"North Carolina Alliance for Retired Americans v. North Carolina","North Carolina November 2020 Election Challenge","https://www.democracydocket.com/cases/north-carolina-november-2020-election-challenge/",2020-08-10,2021-01-20,"Lawsuit challenging North Carolina’s vote by mail and in-person voting options for the 2020 general election.",false,false,true,false,false,false,true,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Pearson v. Kemp","Georgia Decertification Challenge #1","https://www.democracydocket.com/cases/georgia-certification-challenge/",2020-11-25,2021-01-19,"Lawsuit seeking to decertify the 2020 presidential election results in Georgia.",false,false,false,true,false,false,false,true,Decided
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Democratic National Committee v. Bostelmann","Wisconsin COVID-19 Election Relief","https://www.democracydocket.com/cases/wisconsin-covid-19-election-relief/",2020-03-18,2021-01-19,"Democratic lawsuit challenging four Wisconsin laws during of the 2020 election cycle in light of the COVID-19 pandemic.",false,false,false,false,false,true,true,false,Decided
Nevada,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-nevada-01-1.png,"Election Integrity Project of Nevada v. Nevada","Nevada Election Integrity Intervention","https://www.democracydocket.com/cases/nevada-election-integrity-intervention/",2020-09-01,2021-01-12,"Conservative lawsuit challenging Nevada’s vote by mail plans for the 2020 general election in light of the COVID-19 pandemic.",false,false,false,false,false,false,true,true,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Ziccarelli v. Allegheny County Board of Elections","Pennsylvania Allegheny County Certification Challenge","https://www.democracydocket.com/cases/allegheny-certification-challenge/",2020-11-25,2021-01-12,"Republican lawsuit seeking to block the counting of certain ballots in Allegheny County, Pennsylvania.",false,false,false,true,false,false,true,true,Decided
New Mexico,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newmexico-01-1.png,"Donald J. Trump for President, Inc. v. Toulouse Oliver","New Mexico Certification Challenge","https://www.democracydocket.com/cases/new-mexico-certification-challenge/",2020-12-14,2021-01-11,"Trump lawsuit seeking to delay certification of New Mexico’s 2020 presidential election results.",false,false,false,true,false,false,false,true,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Donald J. Trump for President, Inc. v. Philadelphia County Board of Elections","Pennsylvania Philadelphia County BOE Vote Counting","https://www.democracydocket.com/cases/philadelphia-county-boe-count/",2020-11-05,2021-01-08,"Trump campaign seeking to stop Philadelphia County, Pennsylvania from counting ballots without observers present.",false,false,false,true,false,false,false,true,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Costantino v. Detroit","Michigan Detroit Election Challenge","https://www.democracydocket.com/cases/michigan-detroit-election-challenge/",2020-11-08,2021-01-08,"Lawsuit alleging multiple fraud conspiracies related to the 2020 presidential election results in Michigan.",false,false,false,true,false,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Boland v. Raffensperger","Georgia Decertification Challenge #2","https://www.democracydocket.com/cases/georgia-decertification-challenge/",2020-11-30,2021-01-07,"Lawsuit seeking to decertify the 2020 presidential election results in Georgia.",false,false,false,true,false,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Trump v. Raffensperger","Georgia Trump Election Contest","https://www.democracydocket.com/cases/georgia-trump-election-contest/",2020-12-04,2021-01-07,"Trump lawsuit challenging the 2020 presidential election results in Georgia.",false,false,false,true,false,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Still v. Raffensperger","Georgia Election Contest (Coffee County)","https://www.democracydocket.com/cases/georgia-election-contest-coffee-county/",2020-12-12,2021-01-07,"Lawsuit seeking to decertify Georgia’s 2020 presidential election results.",false,false,false,true,false,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Trump v. Kemp","Georgia Trump Decertification Challenge","https://www.democracydocket.com/cases/georgia-trump-decertification-challenge/",2020-12-31,2021-01-07,"Trump lawsuit seeking to decertify Georgia’s 2020 presidential election results.",false,false,false,true,false,false,false,true,Decided
North Carolina,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-northcarolina-01-1.png,"Moore v. Circosta","North Carolina Four Pillars Intervention (Legislature)","https://www.democracydocket.com/cases/north-carolina-intervention-legislature/",2020-09-26,2021-01-07,"Republican lawsuit challenging North Carolina procedures for delivering, processing and curing absentee ballots.",false,false,false,false,false,false,true,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"New Georgia Project v. Willis","Georgia Runoff Early Vote (Paulding County)","https://www.democracydocket.com/cases/georgia-runoff-early-vote-paulding-county/",2020-12-15,2021-01-06,"Lawsuit challenging inadequate early voting dates for the 2021 Georgia Senate runoff elections.",false,false,true,false,false,false,false,false,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"New Georgia Project v. Kaplan","Georgia Runoff Early Vote (Bibb County)","https://www.democracydocket.com/cases/georgia-runoff-early-vote-bibb-county/",2020-12-15,2021-01-06,"Lawsuit challenging inadequate early voting dates for the 2021 Georgia Senate runoff elections.",false,false,true,false,false,false,false,false,Decided
